SE_ID,CTFCN_NM,HS_CODE,NTN_NM,CTFCN_TY_NM,TRGT_PDLT_CN,CTFCN_ISTN_RLT_INFO,NECE_PAPERS_CN,RQRM_PD_INFO,CTFCN_CT_INFO,CTFCN_DTL_INFO,RLT_LANRG_INFO,CTFCN_PRCD_INFO,INDC_ERA_INFO,VLD_PD_INFO
F01_Y2023_R00984,US_FDA(식품),1801,,의무,- 시판전 검사 및 사전승인 품목: 산화 및 저산통조림식품(acdified ＆ low-acid canned foods)  음식물 시설(Food Facility) - 사후검사 품목: 동물용 사료  화장품  일반 식품류등은 사전승인 및 등록이 의무화 되어 있지는 않지만  제품시설 이나 제품의 정기검사  샘플분석등을 통해 관련법규에 위배되는 제품은 유통을 금지시킴※ 육류  가금류 및 육가공품의 경우  농무부 위생검역국(FSIS; Food Safety and Inspection Service)에서 검사 및 규제 시행     상세품목정보,,,,,- 음식물 시설 등록(Food Facility Registration) 미국내 반입되는 식품의 공급을 생물테러로부터 안전하게 보호하기 위하여 2002년 6월 Bioterrorism Act를 제정하였으며  2013년 12월 12일부로 미국으로 반입되는 모든 식품에 대해 사전에 음식물 시설을 등록하도록 하고 수입되는 모든 식품에 대해 사전에 통보하도록 함. - 산화 및 저산통조림식품 등록(acdified food; AF ＆ low-acid canned foods; LACF Registration) 산화 및 저산통조림 식품을 제조  가공  포장하는 사람은 반드시 FDA에 회사명  주소  가공시설 및 가공방식  각 시설에서 가공되는 모든 음식의 목록 등을 제출하여 등록해야 함. ※ 육류  가금류 및 육가공품의 경우 농무부 위생검역국(FSIS; Food Safety ＆Inspection Service)에서 검사 및 규제 시행,"? 적용기술&규격적용 				1. FD＆C Act (Federal Food Drug and Cosmetic Act :연방 식품  의약품  화장품법)2. Public Health Security and Bioterrorism Preparedness and Response Act (Bioterrorism Act)3. FDA Food Safety Modernization Act (FSMA)4. 21 CFR (The Code of Federal Regulations :연방법규집) 및 지침서  - 21 CFR 1084: Acidified foods; Thermal processing of low-acid foods packaged in hermetically sealed containers  - 21 CFR 1105: Current good manufacturing practice in manufacturing  packing  or holding human food  - 21 CFR 1136: Thermally processed low-acid foods packaged in hermetically sealed containers  - 21 CFR 1147: Acidified foods  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00985,TZ_PVOC(선적전검사),1801,탄자니아,의무,Toys and Sport Equipments  Electrical & Electronics   Automotive Parts  Chemical Products  Paper & Stationery   Mechanical Material & Gas Appliances  Furniture (Wood and or Metal Articles)  Safety (Personal Protective) Equipments   Food and Food Products   Used Products - 상세대상품목확인: #s#http://www.tbs.go.tz/index.php/services/category/pre-shipment_verification_of_conformity#e#     상세품목정보,SGS(www.sgs.com) TBS (Tanzania Bureau of Standard)  +255 22 245 0298 / +255 22 245 0206 / gudila.boniface@tbs.go.kr Intertek (www.intertek.com)  Bereau Veritas (www.bureauveritas.com),,,,- 탄자니아는 수입되는 모든 품목에 대한 선적전 검사를 시행중이며  규격이 있는 품목은 탄자니아 자국 규격을 만족하여야 함 - 선적전 검사를 통해 수입되는 품목의 적합성을 인증하는 기관은 SGS  Intertek  Bereau Veritas이며  이 기관에서 인정한 시험소 또는 ISO/IEC 17025 지정 시험소에서 발행한 성적서만 인정됨. - 품목은 식품  전기전자제품  공산품  개인보호장비 등으로 다양함 - 탄자니아 표준청 Tanzania Bureau of Standards Ubungo Area  Morogoro Road / Sam Nujoma Road Telephone +255 22 245 0298 | +255 22 245 0206 | +255 22 245 0949 Telefax: +255 22 245 0959 gudila.boniface@tbs.go.tz,"? 적용기술&규격적용 				Pre-Shipment Verification of Conformity to Standards Act of 2009  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00986,SIIR(선적전검사),1801,보츠와나,의무,식품  소방용품  전기전자제품  화학용품 등  Fire hose reels  Symbolic safety signs   Potable fire extinguishers  Fire hose reels  Symbolic safety signs  Reconditioning of Portable rechargeable fire extinguishers  Reconditioning of Fire hose reels  Fire extinguishing media-Powders  Portable rechargeable fire extinguishers-Performance and construction  Components of underground and above ground hydrants systems  Fire fighting equipment-Hose coupling  connector  and branch pipe and nozzles connections  Regulators for liquefied Petroleum Gas (LPG)  Fire extinguishing medium-Carbon dioxide Chicken feeds  Cattle feeds  Raw Cow’s Milk  Pasteurised Cow Milk  Yoghurt  Sour Milk (Madila) and Buttermilk from Cow’s Milk  Pulses  Canned Fish Canned Marine Molluscs. and Canned Crustaceans  Peanut Butter  Plugs  socket outlets  adaptors  fused connection units  electric irons  audio  video and similar electronic apparatus  floor treatment machines and wet scrubbing machines  storage of water heaters  sewing machines  clothes dyers and towel rails  Ironers  Oral hygiene appliances  surface cleaning appliances for household use employing liquids or steam  surface cleaning appliances for electrical appliances for use with aquariums and garden ponds  air-cleaning appliances  electric fence energizers  Plastic Carrier Bags and Flat Bags  Chemical resistant gloves  Cement     상세품목정보,,,,,- 보츠와나에 제품을 수출하려면 해당 국가의 필수적인 품질 및 안전 기준 규격을 준수 해야 함 - 보츠와나 표준원(BOBS)의 수입점검규정(SIIR  Standards Import Inspection Regulations)에 따르면 전기전자  기계류 등 다양한 수입품에 대해 세관 통관 시 적합성 인증서(CoC; Certificate of Conformity)가 요구됨 - 보츠와나 정부로부터 수입품에 대한 검사권한을 위임받은 검사기관들은 제품의 적합성 준수여부를 검사하고 이에 따른 적합성 인증서(CoC)를 발급함. - 수출업자는 검사를 위해 Request for Certification (RFC)를 제품의 기술문서 즉  제품 사양서와 시험성적서  견적송장  구매의뢰서를 함께 제출해야 함 - 성적서는 ISO 17025 발급하지 않은 성적서도 인정되며  보츠와나 규격에 만족하는 제조업자 시험성적서도 인정됨 <보츠와나표준원> Botsile T. Kebapetse (Mr) Director ? Regulatory Compliance Botswana Bureau of Standards Private Bag BO 48 Main Airport Rd Plot 55745  Block 8 Gaborone  Botswana Tel: (267) 3903200 Fax: (267) 3133562 E_mail : Kebapetse@bobstandards.bw Website : www.bobstandards.bw,"? 적용기술&규격적용 				Standards Import Inspection Regulations BOS  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00987,ISI,1801,인도,의무,전기전자제품 [총 16개 품목](첨부파일 참조)1. Residual current operated circuit breakers for household and similar uses - Part 1 Circuit breakers without integral overcurrent protection (RCCBs)2. Residual current operated circuit breakers for household and similar uses - Part 2 Circuit breakers with integral overcurrent protection (RCVOs) 3. AC watt-hour meters  class 0.5  1 & 2 4. AC static watt-hour meters  class 1 & 2 5. AC static transformer operated watt-hour and VAR- hour meters  class 0.2S & 0.5S6. Self ballasted lamps for general lighting services Part 1 Safety requirements and Part 2 Performance requirement7. Safety of household and similar electrical appliances - Electric iron 8. Safety of household and similar electrical appliances - Electric immersion water heaters9. Safety of household and similar electrical appliances - Electric stoves10. Safety of household and similar electrical appliances- Room heaters 11. Switches for domestic and similar purposes12. Tungsten filament general service electric lamps (up to 100 W)13. PVC insulated cables for working voltages up to and including 1100 V14. Multipurpose dry batteries 15. Electrical accessories - Circuit breakers for over current protection for household and similar installations16. Elastomer insulated cables (Pt.1): For working voltages up to and including 1100 V     상세품목정보,Bureau of Indian Standards(BIS) - Address: BIS  9  Bahadur Shah Zafar Marg  New Delhi  Delhi 110002  India - https://bis.gov.in - TEL: +91 120 4670227/232 - E-mail: cmd1@bis.gov.in / cmd2@bis.gov.in / cmd3@bis.gov.in,,,,- ISI 인증은 자기인증기반의 임의 인증 제도로서 ISO Guide 28(제품의 제 3자 인증시스템 모델 일반규칙)에 근거하고 있으며  요건은 ISO Guide 65(시스템을 운영하는 기관을 위한 일반 요구사항)과 일치함. - 인도의 국가 표준 기관 (National Standard Body)인 BIS (Bureau of Indian Standards)에서 지정한 90개(전기전자 제품은 16개 품목)의 강제대상품목은 인도로 수출시 강제적으로 제품 인증을 받아야 하며  ISI마크를 부착한 제품만 인도 시장에서 판매 가능함. - 국내 제조자  해외 제조자  수입자가 각 주체별로 인증을 취득할 수 있는 절차와 요건을 제시하고 있음 - 인증은 제조공장별  BIS규격별로 주어지며 제품시험  공장심사  수시검사  공장 및 시장에서 샘플링을 통한 정기 사후관리로 구성됨 - 제조자가 제품 시험설비와 시험 인력을 갖추었을 경우 제조자의 적합성결과를 인정하며 또한 지정 시험소를 통해 인정 받을 수 있음,"? 적용기술&규격적용 				- Bureau of Indian Standards Act 1986- BIS (Certification) Regulations 1988- Electrical Wires  Cables  Appliances and Protection Devices and Accessories (Quality Control) Order 2003- Essential Commodities Act 1955- Indian Explosive Act 1884- Environment (Protection) Act 1986  ? 법규/처벌 				- 마크를 위조한 경우 BIS에 의해 인증은 중지되거나 취소될 수 있음- BIS Act 1986의 33(1)에 의거하여 조항 Section 11  12  14  15에 위반할 경우 최대 1년까지 구금될 수 있으며  최대 50 000 루피(약 90만원)의 벌금을 납부해야 함  ? 특이사항",1) BIS에서 규정한 Form V 양식을 작성하여 BIS에서 명시한 기타 제출 서류(FM LIST) 일체를 BIS로 제출   해외제조자의 경우  별도 FMCS(Foreign Manufacturers Certification Scheme)이 존재하며  신청서를 원본으로 BIS 직접 제출해야 함   해외제조자는 반드시 인도 책임자(Authorized Indian Representative; AIR)을 지명하여 모든 신청서류에 AIR담당자 직인이 필요함 2) BIS에서 서류심사(Working day 30일 정도소요) 3) BIS에서 공장심사를 위한 심사관 지명 (일반적으로 1인  2일 심사) 4) 심사관의 공장심사  샘플검사 및 샘플링실시 5) BIS지정 시험소로 샘플발송 및 시험진행 6) 인증동의서 서명 및 연회비 지불 7) 인증발행,,
F01_Y2023_R00988,ICIGI(선적전검사),1801,이라크,의무,장난감(Children’s toys  wax crayons  water colours and modelling wax)  전기전자제품  음식물  화장품  개인위생제품  주방제품  화학제품  섬유  신발  가정용연료장비 등     상세품목정보,,,,,- 이라크 공화국의 제품의 선적전 검사  시험  인증 (Pre-Import Inspection  Testing & Certification Program of Goods into the Republic of Iraq) 프로그램은 표준과 품질 기관 (COSQC  Central Organization for Standardization and Quality Control)에 의해 운영되고 있음 - 프로그램의 목적은 수입품들이 규격과 해당 품질 요건을 만족하는지 제품 적합성을 확인하기 위함이며  COSQC에서 지정한 강제 규격에 해당하는 제품들은 반드시 규격을 만족함을 국제공인 시험소 또는 각 국가 공인 기관에서 지정한 시험소의 성적서를 제출하므로 증명 할 수 있음 - 제품들은 IQS  IEC  EN  ISO 등의 국제 규격 또는 자국규격을 적용함 Ministry of Planning  P.O. Box 13032  Al-Jaderiya  IQ-Baghdad Tel: +964 1 776 19 80 Fax: +964 1 776 19 81 E-mail: cosqc@cosqc.gov.iq Web: #s#www.cosqc.gov.iq#e#,"? 적용기술&규격적용 				law No. 54 of 1979 (article 3/Clause 8)  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00989,DOD-QPL/QML(국방부조달),1801,,의무,전투기  미사일  함정  엔진  터빈  항공운항계측기  통신장비  특수차량  중장비  식품  의류  유류 등의 군수물자     상세품목정보,,,,,- QPL/QML 제도는 국방부 조달 제품 중 군수물자 등의 품질보증이 필요한 제품에 대한 품질  신뢰성  성능 기준을 마련하고 업체가 품질인증절차를 거쳐 인증받은 제품만 조달할 수 있도록 한 제도임 - 규정된 규격 및 요건에 적합함이 시험 및 공장심사를 통해 입증되면 인증품목(QPL) 또는 인증제조자(QML) 리스트에 등재됨. Qualified Product List(QPL)은 제품별 인증품으로 개별 제품별 인증이 용이한 경우에 획득할 수 있으며  주문 설계나 변종이 많아 개별 제품별 인증이 어려운 경우 제조자 인증인증을 통해 Qualified Manufacturer List(QML)에 등재됨. - QPL/QML 시험 및 인증업무는 육군  해군  공군  방위산업청 등 별도 규격제정기관에서 진행하며  제조자 시설에서 시험할 경우  해당 감독자의 입회하에 실시가능함.,"? 적용기술&규격적용 				Title 10 “Armed Forces”-Subtitle A General Military Law 2452조  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00990,G-CAP(선적전검사),1801,가나,의무,Food Products (식료품)Used Goods (중고품)Pharmaceuticals (의약품) Petroleum Products(석유제품)Electrical Appliances(전기제품)  Pyrotechnic Products (불꽃제품)Bulbs (전구)  Switches(스위치)  Sockets(소켓)Motor Vehicle Batteries(자동차 배터리)Electrical cables (전기 케이블)Alcoholic and Non-alcoholic products (알코올 및 무알코올 제품)Electrical  Electronic Products (전기전자제품) African Textile Prints (아프리카산 패턴 직물)LPG Cylinders and Accessories (LPG실린더와 주변기기) Arms and ammunitions (무기와 탄약)Toys (장난감)Machetes/Cutlass (성냥/단검)Chemical and Allied Products(화학제품)Vehicle Spare Parts (자동차 부품)Building Materials (건축재료)Industrial Machinery (산업용 기계)     상세품목정보,,,,,- 가나는 최근 수입품에 대한 적합성 평가 프로그램(The Ghana Product Conformity Assessment Programme  G-CAP)을 2014년 10월 1일부터 실시한다. - 가나는 이전에 5개 기관(GSL  BV  GLNS  ICS  Webb Fountaine)에 도착지 검사권한을 위임하여 수입품을 검사하였다. - 이를 통해 가나 시장으로 수입되는 특정 제품들은 기술 규정과 가나 표준 요구사항을 만족하고 있다는 것을 증명해야 한다. - 가나 표준원(Ghana Standards Authority  GSA)는 SGS와 BIVAC을 G-CAP 프로그램 운영기관으로 지정했다. - G-CAP 프로그램의 대상이 되는 모든 위탁화물은 선적 전에 적합성 인증서(Certificate of Conformity  CoC)를 취득하여야 한다. - CoC는 가나 내에서 필수적인 통관 서류이다. 위 서류가 없을 시 가나 항구에 도착하는 위탁화물은 CIF의 30%의 벌금이 부과된다. - 대상품목은 완구 및 스포츠용품  전기전자제품  자동차 제품  화학제품  기계 재료 및 가스관련 제품  종이류  가구제품  섬유제품  식품  건축자재  의료기기 및 의약품  중고제품  석유제품 등이 그 대상이며 자세한 품목 리스트는 아래 주소에서 확인 가능하다. (#s#http://www.sgs.com/~/media/Global/Documents/Technical%20Documents/Technical%20Datasheets/SGS%20GIS%20PCA%20GHANA%20PRODUCT%20LIST%2014%20V1.pdf#e#)   G-CAP 인증의 종류 - Route A: 선적 인증(Shipment Certification ? CoC) 선적되는 제품은 관련 표준을 준수하고 있는지 입증하기 위해 시험 및 실물검사를 받아야 한다. - Route B: 제품 등록(Product Registration ? SoR) 제품의 등록을 통해 합리적이고 일관적인 품질수준을 가진 제품의 빠른 인증을 제공한다. - Route C: 제품 라이센스(Product License ? SoL) 생산 및 제조과정에서 품질경영시스템의 존재를 입증하는 제조업자들에 적용되는 인증이다. - 가나표준원 Ghana Standards Authority P.O.Box MB 245 Acrra James Amissah Hammond WTO/TBT National Enquiry Point Manager TEL: 233-0302500691 FAX: 233-0302500231 E-mail:jhammond@gsa.gov.gh,"? 적용기술&규격적용 				Export and Import Act 1995  Act 503  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00991,3-A(유제품가공),1801,미국,민간임의,우유 및 우유 제품에 사용되는 식품가공기기: Centrifugal and positive Rotary Pumps  Homogenizers and Reciprocating pumps  Stainless Steel Automotive Transportation Tanks  Filters Using Single Service  Filter Media  Pipeline product recovery equipment using projectiles  plate-type heat exchangers  fubular heat exchangers  farm milk cooling and holding tanks  products evaporators and vacuum pans  formers/fillers/sealers of containers for fluid products  multiple use rubber and rubber-like materials  batch and continuous freezers for frozen foods  multiple use plastic materials  contrifugal separators and clarifiers  silo-type storage tanks  equipment for packaging viscous products  non-coil type batch pasteurizers  siffers for dry products  equipment for packaging dry products  flow meters  air eliminators  farm milk storage tanks  scraped surface heat exchangers  uninsulated tanks  metal tubing  portable bins for dry products  belding equipment  inline roto-stator mixers  cottage cheese vats  pneumatic conveyors for dry product  in-line strainers  diaphragm pumps  crossflow membrane modules  refreactometers and energy-absorbing optical sensors  air driven sonic horns for dry products  level sensing devices for dry products  plug-type valves  plastic plug-type valves  compression-type valves  diaphragm-type valves  boot seal-type valves  inlet and outlet leak-protector plug-type valves  disc-type valves  vacuum breakers and check valves  automatic positive displacement samplers for fluid products  rupture discs  rupture disc assemblies  steam injecton heaters  hose assemblies  sanitary fittings  presure reducing and back pressure regulating valves  sight and/or light windows and sight indicators in contact with product  ball-type valves  Italian-type pasta filata style cheese cookers  shear mixers/mixers/agitators  sensors and sensor fittings and connections  belt-type feeders  spray cleaning devices intended to remain in place  auger-type feeders  pulsation dampening deives  enclosed cheese vats and tables  personnel access ports for wet applications  double-seat mexproof valves  mechanical strainers  machine leveling feet and supports  transportation tank vents     상세품목정보,3-A Sanitary Standards Inc.  6888 Elm Street  Suite 2D. Mclean. Virginia USA 22101  + 703 790 0295  www.3-a.org Nate Wall. Director. Standards and Certification  nwall@3-a.org,① 신청서 / 서명한 계약서 사본 ② 엔지니어링 디자인 기술 구조 파일 ③ CCE 발행 성적서,,,- 유제품 가공설비에 대한 엄격하고 일관된 표준의 필요성이 대두되면서 2003년 3-A Sanitary Standards Inc.(3-A 위생표준협회)가 비영리기업으로 설립되었으며 다양한 유형의 가공장비에 3-A 인증을 부여하고 있음. - 3-A SSI는 TPV 3자 검증 프로그램(TPV: Third Party Verification)을 실시하고 있으며 TPV 프로그램은 3-A SSI로부터 인정받은 적합성 평가자 (CCE: Certified Conformance Evaluator)가 현장 평가를 실시하여 장비가 3-A 위생 표준 또는 절차 시스템에 따라 제조 및 설계되었음을 증명함.,"? 적용기술&규격적용 				?  ? 법규/처벌 				?  ? 특이사항",3-A SSI 사이트 내 혹은 사무소에서 신청서  계약서 등 필요 서류를 다운 받아 작성 현장 평가 및 제품 테스트 시행을 위해 CCE에 연락 현장 방문  샘플 테스트 진행 후 검사 성적서 발급 최종 성적서 발급 후 인증 필요 서류를 3-A SSI로 발송 인증서 발행 및 마크 부여,2003년,1년
F01_Y2023_R00992,Union Technique de l' Electricite (프랑스전기기술협회),1802,프랑스,임의,1) 전기전자제품2) 전기설비3) 통신기기 장비4) 의료용 재료5) 전자부품6) 환경제품7) 식품8) 농산물9) 생명공학제품     상세품목정보,UTE (www.ute-fr.com),,,,,"? 적용기술&규격적용 				1. 승인전 공장심사- NF 마크 부착제품 또는 부품을 처음으로 제조하는 공장은 UTE에 의한 공장증명을 얻지 않으면 안됨 - 2회째부터의 신청(단  동일 공장의 경우)은 제품 또는 부품만 신청하면 됨2. 형식시험(LCIE에 있어서 시험)- 요구된 샘플과 자료가 모두 준비  시험에 순번이 돌아오면 시험이 개시됨. - 시험은 LCIE에서 실시- 시험에 합격하면 라이선스가 발행되지만 불합격의 경우는 불합리한 곳의 대책을 세우면서 합격할 때까지 반복해서 시험을 하든지  신청자 측으로부터 취하의뢰를 할 때까지 신청상태가 계속됨- 시험보고서 : 시험결과가 합격인 경우에도  불합격인 경우에도  시험보고서는 작성되어 신청자에게 송부됨. 불합격인 경우는 불합격의 항목이 알 수 있도록 표시되어 있음  -기술기준: NF 규격에 준함 -신청자격:  UTE에서 프랑스 임의인증(NF) 신청 시  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00993,NF 인증 (Association Francaise de Normalisation (프랑스규격협회)),1802,프랑스,임의,1) 전기전자제품2) 전기설비3) 통신기기 장비4) 의료용 재료5) 전자부품6) 환경제품7) 식품8) 농산물9) 생명공학제품     상세품목정보,- Association Francaise de Normalisation (AFNOR : www.afnor.fr) - AFAQ AFNOR Certification (www.marque-nf.com) - UTE (Union Technique de L'Electricite : www.ute-fr.com),,,,- 프랑스 내에서만 유용하며  프랑스에 수출을 위해 강제적으로취득해야 하는 인증제도는 없음. - 프랑스에서도 유럽전역에 효력을 발휘하는 CE가 적용되나  프랑스가 독자적으로 시행하는 강제인증은 없음. 반면 강제성이 없는 자율인증인 NF마크가 품질보증제도로 시행되고 있음  - NF Mark : 1) 프랑스 국내에서만 효력을 발휘하는 인증제도로  프랑스에 수출하기 위해 동 인증을 취득하는 것이 강제이지는 않으나  프랑스 국내에 유통 중인 거의 전 품목이 NF마크를 획득하고 있음. 2) 이는 프랑스 소비자들이 제품 선택 시 NF인증 제품을 선호하기 때문임 3) 공산품을 비롯해서 농산물에 이르기까지 다양한 품목에 대해 취득이 가능함.  - NF Mark 종류 : 1) NF : 일반 공산품에 부여하는 마크 2) NF Environment : 환경  생명공학 제품에 부여하는 마크 3) NF Agro-alimentaire : 농산물 및 식품에 부여하는 마크 4) NF Service : 서비스 상품에 부여하는 마크,"? 적용기술&규격적용 				 1. 승인전 공장심사- NF 마크 부착제품 또는 부품을 처음으로 제조하는 공장은 UTE에 의한 공장증명을 얻지 않으면 안됨 - 2회째부터의 신청(단  동일 공장의 경우)은 제품 또는 부품만 신청하면 됨2. 형식시험(LCIE에 있어서 시험)- 요구된 샘플과 자료가 모두 준비  시험에 순번이 돌아오면 시험이 개시됨. - 시험은 LCIE에서 실시- 시험에 합격하면 라이선스가 발행되지만 불합격의 경우는 불합리한 곳의 대책을 세우면서 합격할 때까지 반복해서 시험을 하든지  신청자 측으로부터 취하의뢰를 할 때까지 신청상태가 계속됨- 시험보고서 : 시험결과가 합격인 경우에도  불합격인 경우에도  시험보고서는 작성되어 신청자에게 송부됨. 불합격인 경우는 불합격의 항목이 알 수 있도록 표시되어 있음- 기술기준: NF  CEN 규격에 준함  ? 법규/처벌 				해당사항없음  ? 특이사항",,,
F01_Y2023_R00994,LCIE 인증 (Laboratoire Central des Industries Electriques (프랑스전기공업중앙시험소)),1802,프랑스,임의,1) 전기전자제품2) 전기설비3) 통신기기 장비4) 의료용 재료5) 전자부품6) 환경제품7) 식품8) 농산물9) 생명공학제품     상세품목정보,LCIE (www.lcie.com),,,,- LCIE는 인증제도가 아니라  100년 이상의 역사를 갖는 프랑스 최대의 프랑스전기공업중앙시험소임 - NF마크 사용 허가를 취득하기 위해서는 UTE로 신청하여야 하며  UTE는 거의 모든 시험을 LCIE로 위탁하고 있음 -그리고  LCIE는 UTE의 위탁을 근거로 시험을 실시하고 있으며  또한 LCIE는 독자적으로 시험만을 도급업무로 실시하고 있음 - 유럽 인증 및 시험 서비스 가능함(CE  CECC  ENEC  HAR  keymark 등) - 타국가 인증 및 시험 서비스 가능함(CCC  UL  FCC  SA  GS  Nordic Mark 등),"? 적용기술&규격적용 				 1. 승인전 공장심사- NF 마크 부착제품 또는 부품을 처음으로 제조하는 공장은 UTE에 의한 공장증명을 얻지 않으면 안됨 - 2회째부터의 신청(단  동일 공장의 경우)은 제품 또는 부품만 신청하면 됨2. 형식시험(LCIE에 있어서 시험)- 요구된 샘플과 자료가 모두 준비  시험에 순번이 돌아오면 시험이 개시됨. - 시험은 LCIE에서 실시- 시험에 합격하면 라이선스가 발행되지만 불합격의 경우는 불합리한 곳의 대책을 세우면서 합격할 때까지 반복해서 시험을 하든지  신청자 측으로부터 취하의뢰를 할 때까지 신청상태가 계속됨- 시험보고서 : 시험결과가 합격인 경우에도  불합격인 경우에도  시험보고서는 작성되어 신청자에게 송부됨. 불합격인 경우는 불합격의 항목이 알 수 있도록 표시되어 있음  - 기술기준: NF  UTE 규격에 준함 - 신청자격: LCIE에서 프랑스 임의인증(NF) 신청 시  ? 법규/처벌 				?  ? 특이사항",,,
F01_Y2023_R00995,IMQ,1802,이탈리아,임의,CE 제품과 거의 동일함1) 조명기구 & 부속품2) 전기전자제품 & 부품3) 의료기기4) 미용기기5) 보안장치6) 가정용 기기7) 엘리베이터 & 리프트8) 케이블 & 코드9) 전력계10) 저전압기기 & 보호장치     상세품목정보,IMQ(www.imq.it),,,,,"? 적용기술&규격적용 				- 기술기준: CEI(Comitatio Electtrotecnico Italiano) 규격에 준함 1.  제조 공장 심사 : -  공장에서의 요원과 설비는 제품의 품질보증과 품질관리에 관하여 적합여부 판단-  IMQ 마크부탁의 제품 또는 부품을 처음 제조하는 공장은  IMQ의 승인을 얻어야만 함-  2회째부터의 신청(단  동일공장의 경우)은 제품 또는 부품만 신청을 하면 됨2. 제품 시험- IMQ에 단독으로 신청하고 인증을 취득할 경우와 CCA협회 및 CB제도에 근거하여 타 기관에 의해 이미 인증 되어진 것을 신청해 인증을 취득할 경우가 있음- 요구된 샘플과 자료가 모두 갖추어지고  시험의 순서가 오면 시험 개시 - 시험에 합격하면 라이센스가 발행되어지지만  부합격의 경우는 불합격한 곳이 어딘가를 대책 하면서 합격할 때까지 반복해서 시험하든지 또는 신청자 측에서 신청 취하를 의뢰를 할 때까지  신청상태는 계속되어짐3. 라이센스 발행 : 첫 회 신청의 경우는 시험이 합격하더라도 공장이 승인되어지기 전까지는 제품 또는 부품에 대한 라이센스는 발행되어지지 않음  ? 법규/처벌 				유럽 인증 서비스 협정 (전기 제품)1) CCA (CENELEC 인증 협약)2) ENEC3) HAR- 유럽 Harmonized 서비스 협정 (전자 부품)1) CECC- 국제 위원회인 IEC 인증 서비스 협정1) IECQ- 보일러·압력용기에 관한 안전기준 : 1) 1927년의 법령(Royal Decree 12.5  No.824) 및 1972년의 법령 Ministerial Decree 21.11.1972에 따라 관리되어지고 있음. 2) 설계기준으로서는 ANCC코드가 적용되어짐. 3) 심사기관:  Istituto Superiore per la Prevensione e la Sicurezza del Lavoro(ISPESL)  ISPESL : Higher Institue for Accident Prevention and Safety at Work  ? 특이사항",신청은 이탈리아에서 직접 실행하는것이 가능. 처음 신청하는 경우 IMQ 마크 부착의 제품이나 부품을 처음 제조하는 공장은 IMQ의 승인을 얻어야 함. 2회차부터는 제품 또는 부품만 신청하면 됨.  1. 신청의뢰 2. IMQ에서의 시험 3. 시험보고서 송부 4. 라이선스 발행 5. 출하,,
